RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance,Exited
5047,15668842,User_5046,634,Germany,Male,46,3,1,1,1,129874.46443370248,71100.44815158911,0
5048,15633665,User_5047,376,France,Female,35,4,2,0,1,21932.461831200653,73551.37319924307,0
5049,15609277,User_5048,751,France,Female,63,8,2,0,0,156619.02782864263,46313.28714780262,0
5050,15773311,User_5049,709,Spain,Male,38,8,2,1,1,6725.655367348986,35848.830111166266,0
5051,15778736,User_5050,409,Germany,Male,35,1,2,1,0,195999.85612022816,154453.96218360064,0
5052,15648008,User_5051,551,France,Female,35,10,1,0,1,193214.6637154166,135038.127359075,0
5053,15614683,User_5052,599,Germany,Male,48,0,2,1,1,157383.96126362722,48488.721209868294,1
5054,15731742,User_5053,711,France,Male,35,2,2,1,1,97395.58342150923,0.0,0
5055,15748961,User_5054,418,Germany,Female,44,9,4,1,1,59626.934108761896,144551.92331794926,0
5056,15786684,User_5055,807,Spain,Female,24,0,2,1,0,67818.39069751676,0.0,0
5057,15775607,User_5056,719,France,Female,39,5,2,1,0,20635.351361313762,119302.3819576451,1
5058,15678542,User_5057,370,Spain,Male,47,7,2,1,0,145042.33187347473,130804.34232897623,1
5059,15654319,User_5058,501,Germany,Male,37,3,2,1,0,192170.21209551647,107875.3176010627,0
5060,15692067,User_5059,451,France,Male,30,10,2,1,0,47776.28422644165,0.0,0
5061,15752711,User_5060,736,France,Male,35,3,3,1,0,195555.04048848874,28884.635948586525,1
5062,15795784,User_5061,837,France,Male,23,10,2,1,1,90603.82629441924,88390.22793899999,1
5063,15747705,User_5062,444,France,Female,47,9,1,1,0,28043.061448985834,0.0,1
5064,15765732,User_5063,795,Germany,Male,50,0,1,1,0,154424.87961106616,103926.9436997731,0
5065,15668975,User_5064,710,France,Female,36,8,2,0,0,166016.34129391646,106194.29242570965,1
5066,15763244,User_5065,578,Germany,Male,53,9,2,0,0,67561.64128494206,156321.1391919674,1
5067,15790269,User_5066,474,France,Female,45,7,1,1,0,193390.5444663997,154935.88498072815,0
5068,15701158,User_5067,607,Germany,Female,38,2,2,1,1,107276.03995804266,73469.18001589805,0
5069,15789919,User_5068,671,France,Male,51,2,1,1,1,6435.580568247655,75623.70538167066,0
5070,15611577,User_5069,836,France,Male,45,9,1,0,1,68941.64934109623,93880.92013498311,0
5071,15677299,User_5070,718,France,Female,49,3,3,1,1,153189.09898557453,0.0,0
5072,15620176,User_5071,775,Germany,Female,51,3,1,0,0,39765.577805265,86339.14089882217,1
5073,15775458,User_5072,585,France,Female,35,1,3,0,0,26341.82331899518,62452.87054033938,0
5074,15663972,User_5073,511,France,Male,44,3,1,1,1,122771.6126187592,0.0,0
5075,15720018,User_5074,391,Germany,Female,18,1,1,1,0,59791.84869882166,91756.26874161567,0
5076,15772075,User_5075,625,Germany,Female,26,10,1,0,0,122723.38061802,105327.32744606322,0
5077,15619996,User_5076,702,Germany,Male,43,10,2,0,0,63093.921311941405,84274.78172477872,0
5078,15700922,User_5077,417,France,Female,41,6,1,1,0,154255.00095560288,0.0,0
5079,15686598,User_5078,522,France,Female,28,4,2,0,0,84325.90791468511,123843.82538217252,1
5080,15635931,User_5079,841,Spain,Male,34,6,2,0,1,197237.82718187093,99103.8151689588,0
5081,15724168,User_5080,680,France,Female,41,5,2,1,0,74955.99351255412,104057.98727268176,1
5082,15766782,User_5081,474,France,Female,37,1,2,1,1,29315.140531717516,0.0,0
5083,15723099,User_5082,519,France,Male,35,1,1,1,1,127028.59043865388,70415.58327031435,1
5084,15634693,User_5083,396,Germany,Male,23,0,1,1,0,145730.39730878247,100320.65208376742,1
5085,15766812,User_5084,610,France,Female,41,0,1,1,1,68914.38492206046,0.0,0
5086,15708944,User_5085,566,Spain,Female,36,4,1,1,1,149179.81913356457,144669.63274379307,0
5087,15617374,User_5086,654,France,Female,59,4,1,0,0,68303.01096346433,171586.96735332737,1
5088,15681471,User_5087,473,Spain,Male,52,6,1,1,0,19439.800182703464,86955.30688672369,1
5089,15645913,User_5088,642,Spain,Male,39,0,1,1,1,16648.954980195813,0.0,0
5090,15723683,User_5089,511,France,Male,18,4,1,1,0,95318.47964767319,135714.13512960903,0
5091,15797097,User_5090,550,France,Female,62,1,2,1,0,196722.43406176934,80233.74690193104,1
5092,15644516,User_5091,803,Germany,Male,46,9,2,1,1,106386.86625104788,114685.98728369968,0
5093,15687796,User_5092,751,France,Female,32,0,2,1,1,106440.26980255429,101004.46978252922,0
5094,15626069,User_5093,811,Germany,Male,46,6,2,1,0,172571.56316999657,82436.96870740975,0
5095,15718333,User_5094,624,Spain,Male,45,2,2,1,0,189466.02497789141,139222.76370392326,0
5096,15787305,User_5095,555,Spain,Female,31,10,2,1,0,35194.170108551916,84937.19643399351,0
5097,15684811,User_5096,389,France,Male,28,8,2,1,0,26411.37829691825,84168.94568972413,1
5098,15790121,User_5097,622,France,Female,45,4,1,1,1,136499.91242407475,0.0,0
5099,15718028,User_5098,537,Spain,Male,48,4,1,1,0,122354.4693295399,111267.46901230245,0
5100,15639178,User_5099,704,France,Male,41,4,1,0,1,69151.05634850168,84537.87296855848,0
5101,15632821,User_5100,442,Germany,Female,40,8,1,1,1,179107.27086140882,72260.01549089991,1
5102,15782799,User_5101,391,Germany,Female,51,9,1,0,1,108531.71529603275,46524.60083829597,1
5103,15792007,User_5102,814,France,Male,36,0,1,1,0,34645.28575840435,110679.00458488562,0
5104,15616999,User_5103,728,France,Male,18,4,2,0,1,77898.54133934437,112883.73574076468,0
5105,15793594,User_5104,456,France,Female,43,9,1,1,1,175570.3970405604,60875.98266666955,0
5106,15638712,User_5105,677,Germany,Male,49,5,1,1,0,3735.0708134931933,105947.58797840792,0
5107,15795623,User_5106,414,France,Female,42,8,1,0,1,167588.93782273264,0.0,0
5108,15771244,User_5107,714,France,Male,25,2,1,1,0,190329.49002686222,0.0,0
5109,15633722,User_5108,658,Spain,Female,31,0,2,0,1,73278.25314097443,91958.05058867086,0
5110,15610625,User_5109,833,France,Male,36,10,2,1,1,56964.62785782343,113965.82841044264,0
5111,15798237,User_5110,484,France,Female,24,10,1,1,1,33162.07540969557,109175.13270519837,0
5112,15606859,User_5111,843,France,Female,32,7,1,0,0,8010.9843013009,141533.52062933083,0
5113,15772681,User_5112,738,Spain,Male,51,8,2,0,1,135305.0879770849,0.0,0
5114,15774379,User_5113,373,France,Female,28,10,1,0,1,34199.50152021293,67305.34267793877,1
5115,15710986,User_5114,377,Spain,Male,35,5,1,1,0,178969.26498475342,0.0,0
5116,15621839,User_5115,411,Germany,Male,45,4,1,1,1,91156.17391770393,140441.59409708847,0
5117,15627216,User_5116,840,Spain,Male,21,7,1,1,1,194582.86832513608,135701.33921175485,0
5118,15652953,User_5117,622,Spain,Female,51,5,1,1,1,195966.58495475835,72724.38312567447,0
5119,15791665,User_5118,578,France,Male,31,5,1,1,0,160109.3200550254,80637.73087704636,0
5120,15649522,User_5119,369,France,Female,27,8,3,1,1,87956.31868477174,0.0,0
5121,15735958,User_5120,352,France,Female,51,8,2,1,0,92478.75720949419,0.0,0
5122,15711249,User_5121,770,Spain,Male,46,0,2,1,0,190115.62176929272,47004.737362426196,0
5123,15607485,User_5122,567,France,Male,27,1,2,1,1,145540.64915770627,0.0,0
5124,15762527,User_5123,748,France,Male,34,0,2,1,0,80137.96544574403,115518.59291671045,0
5125,15747839,User_5124,656,France,Male,40,1,1,1,1,172502.42102470013,83416.2460425536,0
5126,15712701,User_5125,781,France,Male,34,2,2,1,0,54371.030253845616,108582.32265019047,0
5127,15759525,User_5126,485,Spain,Female,50,1,1,1,1,187366.00162048225,146356.37427998666,0
5128,15702638,User_5127,746,Spain,Female,46,5,2,1,1,48505.09047741546,0.0,0
5129,15784514,User_5128,781,France,Male,18,3,1,0,0,146607.2272379218,0.0,0
5130,15782949,User_5129,352,Spain,Female,29,4,1,1,1,129467.05532434228,0.0,0
5131,15612226,User_5130,542,France,Male,32,9,2,1,1,117256.70311359287,71937.11754097842,0
5132,15693405,User_5131,422,Spain,Female,33,8,2,1,1,93629.28134106212,0.0,0
5133,15622588,User_5132,764,Germany,Female,42,1,2,0,1,111513.6881570298,115369.2738377084,0
5134,15762781,User_5133,710,France,Male,49,2,2,1,0,138498.12560682025,186486.53524582693,0
5135,15778860,User_5134,467,France,Female,31,9,2,1,1,126680.74407300998,126349.48023543919,0
5136,15637019,User_5135,503,Spain,Female,26,0,1,1,1,55318.51662610884,134933.88128515682,0
5137,15776020,User_5136,558,Germany,Female,34,1,2,1,0,54345.562336105606,94976.34555415912,0
5138,15665133,User_5137,789,Spain,Male,18,0,2,1,1,129828.17924509384,88886.01099935015,0
5139,15714444,User_5138,383,Germany,Male,44,8,1,1,1,30499.836348719236,89063.2745368345,0
5140,15797530,User_5139,486,Germany,Male,36,2,4,1,1,195007.62595638985,84767.82892582155,1
5141,15717603,User_5140,667,Spain,Male,33,2,1,1,0,169357.7854738815,163781.97117767838,0
5142,15758598,User_5141,469,Spain,Female,40,6,2,1,1,90608.45381920511,0.0,0
5143,15728585,User_5142,464,France,Male,28,0,2,1,1,105004.53949386065,0.0,0
5144,15783270,User_5143,362,Spain,Female,34,8,1,0,0,70859.67513978445,0.0,0
5145,15643395,User_5144,418,Spain,Male,31,6,2,1,0,30493.28077975572,107326.96742278522,1
5146,15755103,User_5145,774,Spain,Male,19,8,2,0,0,118298.29819696386,94556.72002813563,0
5147,15725814,User_5146,682,France,Female,37,7,2,1,1,197759.58893549695,88229.93558449051,0
5148,15768773,User_5147,606,France,Male,63,4,1,1,1,32595.7288911838,0.0,0
5149,15712599,User_5148,438,Germany,Female,38,2,2,1,0,107227.35808609732,133885.4474307699,1
5150,15625939,User_5149,396,Spain,Male,30,10,2,1,0,192035.66206034014,0.0,0
5151,15780217,User_5150,609,Germany,Male,38,8,1,1,0,196462.84535975032,103826.88530107912,0
5152,15751396,User_5151,577,France,Male,27,4,2,1,1,97190.05222808,0.0,0
5153,15753939,User_5152,796,France,Male,32,8,2,1,1,14628.605474913655,0.0,0
5154,15600203,User_5153,529,France,Female,33,2,1,1,1,50011.61670854543,76610.99984402212,0
5155,15747616,User_5154,359,Germany,Male,32,5,1,1,1,140753.51148340513,105887.66974714202,0
5156,15746971,User_5155,633,France,Female,35,1,1,1,1,13943.922300479524,111165.31988515706,0
5157,15629063,User_5156,726,Germany,Male,44,2,1,1,0,127569.46344295214,110437.70701860267,0
5158,15690880,User_5157,475,France,Female,33,1,1,1,1,90085.49863453108,103918.97939802182,0
5159,15603748,User_5158,483,Germany,Male,35,1,1,1,0,36146.37188193681,104263.32754517275,0
5160,15717269,User_5159,504,Germany,Female,18,4,1,0,1,19924.29780073339,78913.01054059982,0
5161,15797701,User_5160,597,Germany,Female,24,9,3,1,1,136597.89550176312,42406.5375955708,1
5162,15680764,User_5161,489,France,Female,38,3,2,1,0,35225.0371192286,0.0,0
5163,15751956,User_5162,667,Spain,Female,49,10,2,0,1,104549.7907588789,139518.99721271353,0
5164,15756255,User_5163,785,France,Male,36,3,2,1,1,98610.10486590402,0.0,0
5165,15708036,User_5164,525,France,Female,37,7,2,1,0,134731.11982043894,0.0,0
5166,15750331,User_5165,672,France,Female,23,5,1,0,0,86269.14312486746,0.0,0
5167,15767031,User_5166,523,Spain,Male,29,9,1,0,0,183081.57403705243,59422.61230818024,0
5168,15716525,User_5167,830,France,Female,40,1,2,0,1,170487.16740308548,108517.44536276301,0
5169,15764529,User_5168,423,Germany,Female,50,0,2,0,1,163502.8034262653,104725.43553604683,0
5170,15685679,User_5169,700,France,Female,40,4,2,0,0,55465.113211880496,0.0,1
5171,15725829,User_5170,492,France,Female,36,6,2,0,1,196989.88160030454,92130.12400153243,0
5172,15728216,User_5171,804,France,Female,40,4,1,1,0,104837.02114557216,74962.47536463474,1
5173,15733175,User_5172,641,Germany,Female,27,3,1,1,1,195326.05061587333,130113.71355240158,0
5174,15665901,User_5173,747,France,Male,28,4,2,0,1,168195.51822790972,154287.26467691927,0
5175,15775607,User_5174,461,Germany,Male,35,10,1,0,1,172985.82166625123,51223.46051189125,0
5176,15747175,User_5175,555,Spain,Male,26,9,1,1,0,141162.44903912817,0.0,0
5177,15698046,User_5176,480,Germany,Male,45,7,2,0,1,34773.3922422685,70113.11670333098,0
5178,15690012,User_5177,718,France,Male,47,4,1,0,0,191604.70776695444,78703.19869152475,0
5179,15678278,User_5178,459,France,Female,35,8,1,0,0,80048.78810073959,130065.80333273532,1
5180,15612391,User_5179,719,Spain,Male,45,9,1,0,1,188716.9104440757,101969.0949388342,0
5181,15702476,User_5180,416,Germany,Female,52,6,2,1,0,175531.20864052308,112063.58140781139,0
5182,15759973,User_5181,731,France,Female,42,10,1,0,1,164483.601704493,0.0,0
5183,15720721,User_5182,435,Germany,Female,46,10,1,1,1,1635.9178276871803,92798.98331036312,0
5184,15697537,User_5183,624,France,Male,37,1,2,1,1,115329.2326487893,0.0,0
5185,15681159,User_5184,576,Spain,Male,47,8,1,1,0,48809.056793067466,0.0,0
5186,15798986,User_5185,809,France,Male,36,1,2,1,1,176107.14138758052,28682.65266811999,0
5187,15731040,User_5186,787,France,Male,31,5,2,0,0,140308.5456387838,0.0,0
5188,15781429,User_5187,674,France,Female,44,7,1,1,1,129743.65730140195,33785.06192488721,0
5189,15769509,User_5188,359,Germany,Male,40,1,1,1,1,180903.37650698703,60355.8710707252,0
5190,15635503,User_5189,838,Germany,Female,45,5,1,0,1,59141.730883584154,81510.86752059104,1
5191,15675403,User_5190,766,France,Male,30,4,1,0,0,21582.728033867115,0.0,0
5192,15772330,User_5191,746,Germany,Male,41,6,1,1,1,61080.939941281395,102945.21832612218,0
5193,15764796,User_5192,733,Spain,Female,47,9,1,1,0,36708.87396117282,90808.35802650606,0
5194,15664286,User_5193,704,Spain,Male,33,4,2,0,0,50536.12330224652,76603.67771130078,0
5195,15674842,User_5194,784,France,Female,46,2,1,1,1,113259.63666634147,50525.60784606406,0
5196,15704927,User_5195,637,Spain,Female,53,5,1,0,0,91078.2646012955,0.0,1
5197,15614908,User_5196,808,France,Male,32,6,3,1,0,196197.01615740824,107644.80168147411,1
5198,15781698,User_5197,461,France,Female,40,0,1,1,0,83701.01393037816,0.0,1
5199,15637228,User_5198,835,Spain,Female,55,7,2,1,1,30369.019836822634,128223.92623106051,0
5200,15623386,User_5199,373,Germany,Female,23,7,2,0,0,174976.88752426134,148672.65996657926,0
5201,15777826,User_5200,640,Spain,Male,42,3,1,1,0,55279.821013412955,101409.65584645163,0
5202,15628302,User_5201,688,Germany,Female,44,7,3,1,0,21579.465389304325,143836.24626355455,0
5203,15660815,User_5202,675,Germany,Male,38,2,2,1,1,131770.86136933576,83520.42064511016,0
5204,15663344,User_5203,517,France,Male,60,4,2,0,1,51276.924933643575,41034.91362799919,0
5205,15766690,User_5204,787,France,Male,42,2,2,1,0,3207.696487992718,126948.1355945441,0
5206,15711603,User_5205,458,Spain,Male,51,1,2,1,0,132730.38368259568,103565.73168881096,1
5207,15661114,User_5206,777,Germany,Male,46,4,2,0,0,14488.81660898969,96400.0366598888,0
5208,15625525,User_5207,539,Germany,Male,52,7,1,1,0,461.2361983417407,101972.30696461226,1
5209,15679818,User_5208,839,Germany,Male,39,8,1,0,1,136449.79833589197,65335.548766216416,0
5210,15714589,User_5209,704,Spain,Male,24,4,3,0,1,90638.80370381763,64470.103875739456,0
5211,15745406,User_5210,545,Germany,Female,43,2,1,0,0,160888.69142519808,95808.79476796981,1
5212,15694715,User_5211,382,France,Male,21,2,1,0,0,32870.47289776961,0.0,0
5213,15793839,User_5212,554,France,Female,34,7,2,0,1,102146.00498211187,93179.887036274,1
5214,15606644,User_5213,661,Spain,Female,33,2,1,1,1,23216.302430223684,0.0,0
5215,15701154,User_5214,769,Germany,Male,34,8,2,1,0,81948.73054312613,47640.912416752646,1
5216,15764005,User_5215,531,Germany,Male,50,9,2,1,1,71280.81232383887,80836.40437447453,0
5217,15643469,User_5216,840,France,Male,37,0,2,1,1,127644.31226029019,106944.26087653829,0
5218,15764759,User_5217,496,Germany,Female,58,0,2,1,0,124688.38003808551,96183.8104315246,1
5219,15706609,User_5218,776,Germany,Female,37,4,2,0,1,51650.22542234683,86875.93572798437,0
5220,15783728,User_5219,617,Spain,Female,18,3,2,1,0,10145.760665530735,61592.02852863632,0
5221,15748447,User_5220,360,France,Male,32,2,1,1,1,20964.747527174004,111270.87430322252,0
5222,15665206,User_5221,419,Spain,Female,46,0,2,1,0,182586.533373155,154085.6514802218,0
5223,15696462,User_5222,605,Spain,Male,24,6,2,1,1,145317.4296489348,163962.6033633229,0
5224,15767679,User_5223,745,Spain,Female,34,0,2,1,1,188483.34790828484,83913.37772947647,0
5225,15683178,User_5224,568,Spain,Male,46,5,1,1,0,123549.14108134358,65072.44918960267,0
5226,15755065,User_5225,646,Germany,Female,34,9,2,0,1,175859.18359497294,81700.5987783541,0
5227,15775458,User_5226,758,France,Female,32,1,2,1,1,154569.26009317662,54084.41186420717,0
5228,15777359,User_5227,711,France,Female,50,3,1,1,1,48958.230416817765,0.0,0
5229,15686724,User_5228,608,Spain,Male,35,7,2,1,1,149957.49038669822,0.0,0
5230,15696393,User_5229,352,France,Female,27,2,1,0,0,121880.57699085421,78433.85279131212,0
5231,15727314,User_5230,433,Germany,Male,46,8,2,1,1,33970.19886155784,59369.551459415394,0
5232,15676312,User_5231,505,France,Female,49,4,3,1,1,18831.693123438316,97151.33920960716,1
5233,15675324,User_5232,500,France,Female,39,5,4,1,1,73338.8564295686,137130.57016181527,0
5234,15671196,User_5233,525,Germany,Male,32,1,2,0,0,117143.62375811962,108871.7858725358,0
5235,15670014,User_5234,544,France,Female,29,0,1,1,1,111342.63580110105,90460.87102000546,0
5236,15739282,User_5235,775,Germany,Male,32,4,1,0,1,96243.63434795456,126764.1359149135,1
5237,15741994,User_5236,821,Spain,Male,25,0,1,1,1,95764.9325689517,100957.39003707368,0
5238,15767361,User_5237,456,France,Male,33,3,1,1,0,3308.2161844035077,0.0,0
5239,15633340,User_5238,773,Germany,Female,43,7,2,0,0,4326.379920632239,129485.43444881761,1
5240,15639850,User_5239,483,France,Female,45,1,2,1,0,81561.11888623453,0.0,0
5241,15788056,User_5240,625,Spain,Female,38,5,1,1,0,103039.77872462833,0.0,1
5242,15713711,User_5241,744,France,Male,41,9,2,0,0,135112.3090036599,0.0,0
5243,15611094,User_5242,701,France,Female,35,4,2,0,0,133047.5349381116,46992.10823388631,0
5244,15687959,User_5243,729,Germany,Male,30,0,2,0,1,197024.27141811067,81438.48717526621,1
5245,15764490,User_5244,504,Germany,Female,34,7,2,1,1,78365.82697658418,118743.25714470574,0
5246,15605741,User_5245,626,France,Male,49,4,2,1,0,25358.42094996409,59661.76339789307,0
5247,15711585,User_5246,585,Spain,Female,18,8,2,1,0,60202.20796053646,0.0,0
5248,15722564,User_5247,589,Germany,Male,26,1,1,0,0,153313.26061323888,109423.4675249175,1
5249,15668798,User_5248,719,Germany,Female,33,5,1,1,0,48779.1693762288,95977.5616960369,0
5250,15716026,User_5249,362,France,Female,26,6,2,0,1,163498.7545462541,153328.55390733568,0
5251,15710130,User_5250,691,Germany,Female,42,0,2,0,0,161213.25173146027,150212.23566465676,0
5252,15622164,User_5251,384,Spain,Male,22,9,2,0,0,93847.47794628757,0.0,0
5253,15766667,User_5252,396,Spain,Male,50,3,1,1,1,146017.12205842347,158648.6881474707,0
5254,15630257,User_5253,563,Germany,Male,57,1,2,1,1,160242.906029094,57252.200544181025,0
5255,15745283,User_5254,761,France,Male,40,6,1,1,1,145265.265761371,68809.94483593904,0
5256,15695989,User_5255,754,France,Female,31,2,1,0,0,62554.905827206305,0.0,0
5257,15736304,User_5256,843,France,Male,47,8,1,1,1,33985.502950965834,0.0,0
5258,15798825,User_5257,495,France,Male,35,7,1,1,0,23855.970684354877,0.0,0
5259,15652691,User_5258,508,France,Male,29,9,2,0,1,192685.80651469718,86646.39718074174,0
5260,15679768,User_5259,793,Spain,Female,38,6,1,1,0,18905.75168168382,0.0,0
5261,15756685,User_5260,474,France,Male,22,7,2,0,1,88179.61885818554,80308.90114003836,0
5262,15614026,User_5261,459,France,Female,30,0,2,0,1,20334.422183164497,83873.80097726968,0
5263,15784607,User_5262,386,France,Male,30,9,1,1,0,158961.45608126884,111152.49211169122,1
5264,15630908,User_5263,626,France,Female,37,5,1,0,0,110631.71244386361,78631.64648299298,0
5265,15783185,User_5264,363,France,Female,22,6,1,1,1,35150.838160334206,99263.04665069214,0
5266,15619610,User_5265,822,Spain,Male,28,6,1,0,1,191940.23814456764,96776.78611332127,0
5267,15777718,User_5266,696,France,Female,32,8,1,0,0,169673.27784856997,0.0,0
5268,15663185,User_5267,581,Germany,Male,42,6,1,1,0,25401.374969969456,88066.86017356152,0
5269,15672567,User_5268,665,France,Female,38,6,3,1,1,162657.73579449928,119356.26413844147,0
5270,15778646,User_5269,473,Germany,Female,54,5,2,1,1,168885.3746722498,57799.069979492015,0
5271,15636182,User_5270,628,France,Male,28,2,2,1,1,154362.11603986478,0.0,0
5272,15716136,User_5271,828,Germany,Female,46,5,2,1,0,70236.05236184831,138906.5630756532,1
5273,15731642,User_5272,460,Spain,Female,46,8,2,1,1,51311.48437910551,130225.77154651927,0
5274,15619288,User_5273,473,Germany,Female,39,10,2,1,0,104988.59453549307,127691.6031779245,0
5275,15678824,User_5274,762,Spain,Male,39,9,1,0,1,94854.7434948606,0.0,0
5276,15760949,User_5275,780,Germany,Male,40,2,2,1,0,116737.02401085032,113044.78925464918,0
5277,15684425,User_5276,379,Spain,Male,28,2,2,1,1,83603.41254973531,75399.22529668086,0
5278,15600917,User_5277,464,Germany,Female,47,10,2,1,1,42156.8280661617,81829.97319963778,0
5279,15675602,User_5278,439,Germany,Female,38,6,2,1,1,114046.5577935718,105227.10930313199,0
5280,15664575,User_5279,561,Spain,Male,25,6,1,0,1,107521.28009118432,108001.02033869746,0
5281,15672518,User_5280,387,Spain,Male,49,4,2,1,0,181681.63589554737,115469.07634513185,0
5282,15639104,User_5281,432,France,Female,36,7,2,1,1,127047.18413841062,104325.79759657073,0
5283,15749134,User_5282,376,Germany,Female,38,7,3,1,0,153899.07180924475,133503.13086826348,1
5284,15616999,User_5283,566,France,Female,18,10,2,0,0,85438.06431752286,0.0,0
5285,15792917,User_5284,709,Spain,Male,37,10,2,1,1,164488.77445155272,0.0,0
5286,15741013,User_5285,835,France,Male,50,1,2,1,0,61940.88249472285,0.0,0
5287,15661169,User_5286,721,France,Male,31,10,2,1,1,195580.86843815664,0.0,0
5288,15754542,User_5287,564,Spain,Male,25,5,2,0,1,163138.78370334936,43156.27461631832,0
5289,15729744,User_5288,570,Spain,Female,42,4,1,1,0,884.379231783762,64101.41748493141,0
5290,15710684,User_5289,364,France,Male,20,3,2,1,0,163588.9251967466,121433.97103055654,0
5291,15659821,User_5290,792,France,Female,44,6,1,1,0,107611.82344561073,139985.2818509933,0
5292,15775507,User_5291,608,France,Male,35,3,2,1,1,116014.07523186665,123448.59286307197,0
5293,15735601,User_5292,615,Spain,Female,38,4,2,1,0,199665.81233047514,72867.2149135829,0
5294,15612192,User_5293,812,France,Female,61,7,2,1,1,143519.16127864463,0.0,0
5295,15674102,User_5294,469,Spain,Male,40,4,1,1,0,26068.78362516314,0.0,1
5296,15714894,User_5295,813,Spain,Male,24,10,1,1,1,150814.99542028073,134497.35890813358,0
5297,15686795,User_5296,750,Germany,Female,39,10,2,1,1,39910.4071852364,114046.7042863651,0
5298,15765159,User_5297,477,France,Female,45,8,2,0,1,186987.9276908391,129722.78568554221,0
5299,15666677,User_5298,560,France,Male,18,9,2,1,0,52756.5613392313,0.0,0
5300,15735699,User_5299,360,Spain,Female,37,1,2,1,0,92354.12347603976,122834.62841749818,1
5301,15787613,User_5300,525,Spain,Female,20,1,2,1,1,162565.5004430219,108582.90613366943,0
5302,15799298,User_5301,482,France,Female,38,8,2,1,1,192845.90057147358,0.0,0
5303,15734327,User_5302,674,Germany,Female,53,1,2,1,0,31430.257459309225,104670.40290469641,1
5304,15788505,User_5303,669,France,Male,33,2,1,1,1,13817.768799124186,93797.01052949163,0
5305,15736285,User_5304,363,France,Male,38,5,1,0,0,158017.3909225545,83540.87149590322,0
5306,15702412,User_5305,399,France,Female,40,3,1,1,1,172547.96525728473,99706.93594250755,0
5307,15619404,User_5306,759,Germany,Female,41,7,2,1,1,120416.0741714112,103411.07216200772,0
5308,15716545,User_5307,421,France,Male,39,7,1,0,1,34179.117549678456,169528.0332912437,0
5309,15756452,User_5308,418,France,Female,18,1,2,1,0,31443.897678024405,113298.84817797379,0
5310,15750245,User_5309,740,France,Male,39,1,2,1,0,92124.5017825699,101747.07188136497,0
5311,15784099,User_5310,732,Spain,Female,31,2,2,1,1,38788.216288818825,107540.4806382168,0
5312,15623989,User_5311,365,Germany,Female,26,10,2,1,0,69367.82071622962,103011.63351002781,0
5313,15708106,User_5312,788,France,Female,39,1,2,1,1,158865.0707814563,0.0,0
5314,15624519,User_5313,683,France,Female,39,4,1,1,1,21160.76457458132,87744.77400053552,0
5315,15622439,User_5314,706,France,Female,20,0,1,1,1,60743.982557231655,0.0,1
5316,15718570,User_5315,405,Spain,Male,34,6,1,1,0,79328.50517626994,125777.76994289891,0
5317,15614995,User_5316,454,France,Male,51,7,1,1,0,45500.4853485951,145438.70084996056,1
5318,15623559,User_5317,481,Germany,Female,25,3,2,1,1,141684.32943733962,106816.68149398945,0
5319,15689049,User_5318,833,France,Female,39,6,2,1,1,93765.45025652029,110524.03493487775,0
5320,15736093,User_5319,397,France,Female,25,8,1,1,0,189325.0010640102,130291.63609335058,0
5321,15698000,User_5320,597,France,Male,54,6,2,1,1,67977.74468832806,80736.31932180387,0
5322,15752191,User_5321,622,Germany,Male,44,1,2,1,1,185105.51288616058,145235.9329417373,0
5323,15782611,User_5322,460,Spain,Female,29,1,2,1,1,113658.1197678906,65937.3094397156,0
5324,15639350,User_5323,769,Germany,Female,40,9,1,1,1,107752.58942420143,82505.44379229753,0
5325,15777295,User_5324,675,France,Female,24,9,2,1,1,46978.237606654744,0.0,0
5326,15625517,User_5325,685,France,Male,19,9,2,0,1,189554.80963867114,113565.00257024649,0
5327,15753322,User_5326,698,Spain,Male,37,5,2,1,1,63673.28753319641,68059.2127533579,0
5328,15689132,User_5327,833,Spain,Male,30,7,1,1,0,109328.94850021061,0.0,0
5329,15797870,User_5328,387,Spain,Female,39,9,2,1,1,187886.69393089096,0.0,0
5330,15785271,User_5329,706,France,Male,21,10,2,1,1,170130.22465359882,56518.04031713328,0
5331,15659546,User_5330,589,France,Male,32,9,2,1,0,61763.91239770907,123442.82880086213,0
5332,15705686,User_5331,667,France,Male,53,10,1,1,0,161030.2710592604,67883.52594351706,0
5333,15688151,User_5332,470,Spain,Female,52,2,1,1,0,136160.91933609132,0.0,0
5334,15603327,User_5333,397,Spain,Male,54,0,2,0,0,6684.507879664921,146453.9219856195,1
5335,15720318,User_5334,359,Germany,Male,60,0,2,0,1,98577.090438034,113676.00412468163,0
5336,15760840,User_5335,582,France,Male,33,10,1,1,0,84491.85742325571,96284.75866516039,1
5337,15795490,User_5336,385,Germany,Female,18,1,1,0,1,131786.96862990424,78320.02361475356,0
5338,15773860,User_5337,762,France,Male,49,9,1,1,0,140568.48478603107,0.0,1
5339,15715945,User_5338,811,France,Female,26,5,2,1,1,140916.93968959688,73759.90600424679,0
5340,15646830,User_5339,353,Germany,Female,58,1,1,0,0,91992.15048307608,134376.46635039177,1
5341,15652446,User_5340,393,Spain,Female,38,5,2,1,1,189460.29603174937,66227.96784515635,0
5342,15746232,User_5341,405,Spain,Female,54,10,1,0,0,14220.223422902034,79079.11400441517,0
